NIV_EDUC_EUN,NIV_EDUC_MED,NIV_EDUC_TEC,NIV_EDUC_UNV,CIUDAD_ANGOL,CIUDAD_ANTOFAGASTA,CIUDAD_ARICA,CIUDAD_AYSEN,CIUDAD_CALAMA,CIUDAD_CALBUCO,CIUDAD_CALDERA,CIUDAD_CASTRO,CIUDAD_CHILLAN,CIUDAD_CHUQUICAMATA,CIUDAD_CONCEPCION,CIUDAD_COPIAPO,CIUDAD_COQUIMBO,CIUDAD_CORONEL,CIUDAD_COYHAIQUE,CIUDAD_CURICO,CIUDAD_EL SALVADOR,CIUDAD_HIJUELAS,CIUDAD_HUASCO,CIUDAD_IQUIQUE,CIUDAD_LA CALERA,CIUDAD_LA CRUZ,CIUDAD_LA SERENA,CIUDAD_LINARES,CIUDAD_LLANQUIHUE,CIUDAD_LLO-LLEO,CIUDAD_LONCOCHE,CIUDAD_LOS ANDES,CIUDAD_LOS ANGELES,CIUDAD_LOS LAGOS,CIUDAD_LOS VILOS,CIUDAD_MACHALI,CIUDAD_MELIPILLA,CIUDAD_OSORNO,CIUDAD_OVALLE,CIUDAD_PALENA,CIUDAD_PANGUIPULLI,CIUDAD_PARRAL,CIUDAD_PENCO,CIUDAD_PETORCA,CIUDAD_PUERTO MONTT,CIUDAD_PUERTO OCTAY,CIUDAD_PUERTO VARAS,CIUDAD_PUNTA ARENAS,CIUDAD_QUILLOTA,CIUDAD_QUILPUE,CIUDAD_RANCAGUA,CIUDAD_RENGO,CIUDAD_SAN ANTONIO,CIUDAD_SAN CLEMENTE,CIUDAD_SAN ESTEBAN,CIUDAD_SAN FELIPE,CIUDAD_SAN FERNANDO,CIUDAD_SAN PEDRO,CIUDAD_SANTA CRUZ,CIUDAD_SANTIAGO,CIUDAD_STO DOMINGO,CIUDAD_TALAGANTE,CIUDAD_TALCA,CIUDAD_TALCAHUANO,CIUDAD_TEMUCO,CIUDAD_TOCOPILLA,CIUDAD_VALDIVIA,CIUDAD_VALLENAR,CIUDAD_VALPARAISO,CIUDAD_VILLARRICA,CIUDAD_VINA DEL MAR,CIUDAD_VLLA ALEMANA,EDAD,M_MOROSO,D_Julio_log,D_Junio_log,Promedio_Deuda,Ratio_Morosidad,Renta_Edad,Endeudamiento_Total,Deuda_Renta,Variabilidad_Deuda,FUGA
False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,1.0,5.8111409929767,11.751383153993038,115976.57142857143,0.2,373.4255319148936,811836,46.2558258788673,253868.54192662862,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50,3.0,7.467942332285852,13.438140073915626,487977.85714285716,0.5,17264.66,3415845,3.9570370919554745,819167.9940324468,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,28,1.0,4.0943445622221,10.562948675441266,30136.0,0.25,9069.07142857143,210952,0.8307355454566935,64243.5372184108,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40,2.0,6.285998094508865,9.970725551801806,61500.0,0.3333333333333333,9.875,430500,1089.873417721519,145593.31926408346,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,41,1.0,4.962844630259907,10.688621213708446,30826.14285714286,0.2,44833.60975609756,215783,0.1173896107993894,64142.67694608266,no fuga
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,3.0,3.4965075614664802,0.0,21431.85714285714,0.75,9087.56,150023,0.33017223545154034,55199.525147198416,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,55,1.0,5.220355825078325,0.0,765.4285714285714,0.5,12.345454545454546,5358,7.891016200294551,1945.2063178613262,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45,1.0,7.903965634032166,12.82106637431491,351076.14285714284,0.2,3049.222222222222,2457533,17.910090004737093,749926.6234611288,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,48,1.0,0.0,0.0,66762.42857142857,0.3333333333333333,6845.791666666667,467337,1.4222149860924291,170884.09814633342,fuga
False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,1.0,3.6888794541139363,11.06852720235983,58253.857142857145,0.3333333333333333,17060.775862068964,407777,0.41209368131174046,128082.08483940881,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,40,0.0,0.0,0.0,256253.42857142858,0.0,2059.625,1793774,21.773065485221824,669217.6382253777,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,54,1.0,5.736572297479192,12.335634921622843,74681.57142857143,0.25,650.1111111111111,522771,14.891215176892839,128858.06404575171,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,54,1.0,3.4965075614664802,0.0,96918.28571428571,0.5,1272.9814814814815,678428,9.869335622117804,256407.57109838122,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,42,1.0,4.969813299576001,12.481656832783818,61633.57142857143,0.2,184.97619047619048,431435,55.53288711545888,105686.29351821858,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49,1.0,6.821107472256465,12.031040456623028,96451.14285714286,0.2,2403.6326530612246,675158,5.732462768938172,159354.60204256058,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,62,1.0,2.5649493574615367,0.0,26689.0,0.5,1254.5645161290322,186823,2.4018487330136407,70607.16538000942,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,2.0,6.826545223556594,0.0,14666.142857142857,0.5,13016.566666666668,102663,0.26290342819535106,35462.05546979556,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,38,3.0,6.9440872082295275,13.544705268068931,113378.0,0.75,34132.97368421053,793646,0.6118840170756322,286553.8184588252,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,1.0,5.5134287461649825,10.970540372296472,87091.14285714286,0.2,8842.2,609638,2.298213868343474,203679.53368746417,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56,1.0,0.0,0.0,223362.85714285713,0.5,11743.517857142857,1563540,2.377512214185029,384584.908037843,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35,2.0,8.041412909393047,13.162379927641407,1622089.5714285714,0.4,52835.91428571429,11354627,6.140102214024335,4015606.374763254,no fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,30,1.0,3.7612001156935624,0.0,12.0,0.5,4933.9,84,0.000567502381483208,20.493901531919196,no fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45,3.0,5.953243334287785,7.456454555176209,441486.5714285714,0.6,5842.155555555555,3090406,11.75519690220885,1086889.4482745791,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,35,1.0,2.70805020110221,10.473591009252495,12007.857142857143,0.3333333333333333,1916.0285714285715,84055,1.253411073500246,20859.195082173963,no fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44,1.0,6.903747257584598,0.0,1937.0,0.3333333333333333,265.3863636363636,13559,1.1611715337843624,3603.6062493008308,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,42,2.0,6.994849985833071,12.133372912111895,82786.57142857143,0.5,194018.95238095237,579506,0.07111553657742813,153086.20078010202,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,28,1.0,6.345636360828596,12.167789093104565,38042.71428571428,0.3333333333333333,4400.785714285715,266299,2.1611319407248706,73354.58314178305,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,56,0.0,0.0,0.0,263570.71428571426,0.0,766.6428571428571,1844995,42.97482064660393,648985.280747238,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50,1.0,0.0,0.0,30298.85714285714,0.5,758.2,212092,5.594618834080718,79343.89762804398,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,37,2.0,4.3694478524670215,11.82050574838522,25513.571428571428,0.5,145708.94594594595,178595,0.03312694262219519,51173.178638349025,no fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40,3.0,6.240275845170769,10.91565194179493,8395.857142857143,0.75,34133.575,58771,0.043044861254644434,20594.130866410873,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,46,1.0,1.9459101490553132,0.0,39277.28571428572,0.3333333333333333,17388.065217391304,274941,0.3437402716255903,101069.0050257979,no fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,40,1.0,4.0943445622221,0.0,105281.57142857143,0.3333333333333333,88723.625,736971,0.20765917758657854,268838.4290510176,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,29,1.0,6.450470422144176,10.871421517562121,163130.7142857143,0.2,97.93103448275862,1141915,402.0827464788732,400110.99802751164,fuga
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,1.0,2.639057329615259,11.922780921379685,387560.4285714286,0.2,2853.7021276595747,2712923,20.22697652918195,953181.050057273,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,28,3.0,6.102558594613569,11.431270625176404,13558.285714285714,0.75,8827.464285714286,94908,0.3839801916907056,34666.07654809086,no fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,41,1.0,6.045005314036012,12.808203165924832,53299.142857142855,0.3333333333333333,19809.243902439026,373094,0.4593741034919642,137562.99924329043,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52,0.0,0.0,0.0,626.5714285714286,0.0,1341.326923076923,4386,0.06288262197307488,1657.7521786184705,no fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40,2.0,4.219507705176107,0.0,47908.71428571428,1.0,113.05,335361,74.16209641751438,126725.00186981559,fuga
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,3.0,9.320807825002154,14.752890540060632,1101478.5714285714,0.5,44591.13043478261,7710350,3.758960643372244,1582538.9456966356,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,39,1.0,0.0,0.0,744.0,1.0,15933.76923076923,5208,0.00838084571229947,1968.4389754320555,no fuga
False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50,0.0,0.0,0.0,38695.71428571428,0.0,919.34,270870,5.892705636652381,99282.83512221416,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,39,1.0,7.735870319952567,12.22604682673759,142842.85714285713,0.2,6970.48717948718,999900,3.678144852473248,191765.92193472796,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33,1.0,1.0986122886681096,10.05560760059696,64517.28571428572,0.25,3559.5454545454545,451621,3.844728216915677,160250.18315300433,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58,1.0,5.717027701406222,0.0,161681.42857142858,0.25,1034.551724137931,1131770,18.861575894940337,404549.13460372033,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60,0.0,0.0,0.0,301968.85714285716,0.0,22518.866666666665,2113782,1.564452621949595,397359.1849944785,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47,2.0,7.201916317531627,0.0,171307.7142857143,0.5,1386.3617021276596,1199154,18.403505271719947,452241.3167954745,fuga
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,52,1.0,5.6240175061873385,0.0,50617.142857142855,0.5,2621.596153846154,354320,2.5991212047856926,133798.70705333012,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30,2.0,4.0943445622221,7.124478262493424,16487.85714285714,0.4,170.76666666666668,115415,22.528791723599454,40112.65478386495,no fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45,1.0,4.955827057601261,11.641512152666213,29296.714285714286,0.25,1643.0666666666666,205077,2.7736346668830643,50346.96320439557,no fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,53,2.0,4.418840607796598,12.707605222384572,205209.85714285713,0.4,16444.849056603773,1436469,1.6481263273353932,408001.61827188404,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,41,1.0,0.0,0.0,141317.2857142857,0.5,11177.585365853658,989221,2.1585468304380937,373688.9147079044,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50,1.0,0.0,0.0,90641.42857142857,0.5,13583.54,634490,0.9342041912491147,158000.57769288603,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,32,1.0,7.0925737159746784,12.625013217039761,168533.2857142857,0.2,76236.75,1179733,0.48358116328411166,328059.81897905667,fuga
False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39,1.0,6.9957661563048505,0.0,82775.42857142857,0.3333333333333333,51133.743589743586,579428,0.2905542829863967,198780.74078395785,fuga
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,1.0,4.3694478524670215,10.009512847179431,86703.28571428571,0.25,14085.446808510638,606923,0.9167799569798917,219710.1247649687,fuga
False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,1.0,7.1252830915107115,11.888700828930999,132539.7142857143,0.2,18164.36170212766,927778,1.086741046589944,240477.8556171817,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45,2.0,6.961296045910167,14.066324527703358,214307.57142857142,0.4,542.9333333333333,1500153,61.40115422396857,474822.8936224036,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,33,1.0,7.31986492980897,0.0,230834.42857142858,0.25,256136.57575757575,1615841,0.19116707031416832,394283.379882565,fuga
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,36,0.0,0.0,0.0,68697.0,0.0,807.1111111111111,480879,16.55007571585903,176844.1005886258,fuga
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61,1.0,7.486613313139955,0.0,1020.8571428571429,0.3333333333333333,3767.72131147541,7146,0.031092411380536134,1956.6454651240413,no fuga
